fid,renabap_id,nombre_barrio,provincia,departamento,localidad,cantidad_familias_aproximada,cantidad_viviendas_aproximadas,decada_de_creacion,anio_de_creacion,energia_electrica,efluentes_cloacales,agua_corriente,cocina,calefaccion,situacion_dominial,clasificacion_barrio,superficie_m2,WKT
5225,5591,Escuela 800,Misiones,Eldorado,María Magdalena,110,100,Década 2000,,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Conexión regular a la red de agua pero sin factura,Gas en garrafa,Inexistente,NO,Asentamiento,178232,"MULTIPOLYGON (((-54.5808626711369 -26.1503332390152,-54.5813330146922 -26.158554904398,-54.5832868073571 -26.1583612118352,-54.5828215605916 -26.1502111959034,-54.5808626711369 -26.1503332390152)))"
5226,5592,Pueblo Nuevo,Misiones,Eldorado,María Magdalena,220,200,Década 1990,,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Bomba de agua de pozo comunitaria,Leña o carbón,Inexistente,NO,Asentamiento,232239,"MULTIPOLYGON (((-54.5925761465064 -26.2398577910839,-54.5923287522463 -26.2398663219204,-54.5916334890669 -26.2399686919591,-54.5914927302637 -26.2400625311612,-54.5909979417434 -26.2405658505181,-54.5906225849349 -26.2407961831051,-54.5903197402371 -26.2410606390384,-54.5901022039049 -26.2414402612652,-54.5901235309963 -26.241819883492,-54.5899059946641 -26.2418284143285,-54.589888932991 -26.2422080365553,-54.5901150001597 -26.242233629065,-54.5901832468522 -26.2467805649498,-54.5901789814339 -26.2475611364948,-54.5902813514726 -26.2481966838183,-54.5906908316273 -26.2484099547322,-54.5912922556046 -26.2486402873192,-54.5917614516152 -26.2485421826988,-54.5929131145504 -26.2478810428657,-54.5928206971544 -26.2445113624257,-54.5925704592821 -26.2417416841569,-54.5925761465064 -26.2398577910839)))"
5227,5593,Alegre,Misiones,Eldorado,María Magdalena,44,40,Década 1980,,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Bomba de agua de pozo comunitaria,Gas en garrafa,Inexistente,NO,Asentamiento,169206,"MULTIPOLYGON (((-54.587781804191 -26.2238763667382,-54.589338172674 -26.2239555256916,-54.5892647587914 -26.2236238594392,-54.587804881377 -26.2236090254286,-54.587781804191 -26.2238763667382)),((-54.5868102801375 -26.2301856420339,-54.5868845618917 -26.2273749464879,-54.585354488706 -26.2273731249722,-54.5842663943768 -26.2277995372964,-54.5842481752626 -26.2301981610673,-54.5856819272764 -26.2302458961679,-54.5868102801375 -26.2301856420339)),((-54.5897246632365 -26.2257015970328,-54.5892947040968 -26.2257924869388,-54.589427653469 -26.2265448472126,-54.5890337334923 -26.2267854069907,-54.5890630808054 -26.2273704895823,-54.5879729290697 -26.2273886908915,-54.5884665343768 -26.2301227881052,-54.5909927040339 -26.2298985046269,-54.591238840214 -26.2298406904496,-54.5901105692713 -26.2273641317314,-54.5899651259663 -26.2267401681842,-54.5897252071982 -26.2257040545212,-54.5897246632365 -26.2257015970328)))"
5228,5594,Cooperativa,Misiones,Eldorado,María Magdalena,33,30,Década 2010,2016,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Leña o carbón,Inexistente,NO,Asentamiento,56866,"MULTIPOLYGON (((-54.5884141393699 -26.1791239501838,-54.5870590450741 -26.177154784469,-54.5866189212912 -26.1773156354965,-54.5863892028868 -26.1768079124227,-54.5879528925923 -26.1761037284581,-54.5888108171925 -26.1781992078707,-54.5891920053321 -26.1791624090993,-54.5894023180279 -26.1801649836551,-54.5895141733401 -26.1813107689754,-54.5894470863745 -26.1825785464646,-54.5890632331663 -26.1825442489734,-54.5889683816291 -26.1802427974098,-54.5884141393699 -26.1791239501838)))"
5229,5595,Sombrero Caa,Misiones,Eldorado,María Magdalena,24,22,Década 1970,,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Bomba de agua de pozo domiciliaria,Leña o carbón,Inexistente,NO,Asentamiento,201165,"MULTIPOLYGON (((-54.5868307412981 -26.2123912853068,-54.5866187327699 -26.2109436601671,-54.5865395322086 -26.2097932033541,-54.5872755543017 -26.2096951808476,-54.5878552910445 -26.2118524516844,-54.5879859387799 -26.2122455663997,-54.5897014633526 -26.2115014585439,-54.5899536521143 -26.2120012168812,-54.5912849300113 -26.2113516581208,-54.5915083728282 -26.2117470075748,-54.5892523884388 -26.2128311903003,-54.5903722772313 -26.2181553305947,-54.5881033465862 -26.2183356202162,-54.5868307412981 -26.2123912853068)))"
5230,5596,Industrial,Misiones,Eldorado,María Magdalena,22,20,Década 2000,,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Bomba de agua de pozo comunitaria,Gas en garrafa,Gas en garrafa,NO,Asentamiento,28441,"MULTIPOLYGON (((-54.6026230975986 -26.2426208222335,-54.6020537987351 -26.2457500632133,-54.6013342961669 -26.2458944044121,-54.6010711044073 -26.2442001882932,-54.6015994995832 -26.244168913926,-54.6022291481495 -26.2425230884801,-54.6026230975986 -26.2426208222335)))"
5231,5597,Sin Nombre,Misiones,General Manuel Belgrano,Bernardo De Irigoyen,77,70,Década 2000,,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Canilla comunitaria dentro del barrio,Leña o carbón,Inexistente,NO,Asentamiento,107351,"MULTIPOLYGON (((-53.7673710197564 -26.2927312540472,-53.7665040873328 -26.2928360835136,-53.7648003655531 -26.2931305259686,-53.7642681486067 -26.2924944604719,-53.7642011213486 -26.2922009122031,-53.7639704090775 -26.2920862189239,-53.7637977146599 -26.2911256394615,-53.7647539495921 -26.2905888152578,-53.7645917778509 -26.2903264631459,-53.7651611561844 -26.2900730421771,-53.7649235394313 -26.2896508260704,-53.7648828085729 -26.2892709273031,-53.766129454767 -26.2890361230848,-53.7671230038782 -26.2890388809429,-53.7671058139337 -26.2893006194075,-53.7663358749396 -26.2892720405235,-53.7663488428305 -26.290053255265,-53.7665342841622 -26.2902596260662,-53.7669461383162 -26.2905006599395,-53.767489939398 -26.2908946491413,-53.7671369926799 -26.2911848417226,-53.7672396362335 -26.291691224827,-53.7670162787486 -26.2917840850627,-53.7673710197564 -26.2927312540472)))"
5232,5598,Sin Nombre,Misiones,General Manuel Belgrano,Dos Hermanas,55,50,Década 2000,,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Bomba de agua de pozo domiciliaria,Gas en garrafa,Inexistente,NO,Asentamiento,86438,"MULTIPOLYGON (((-53.7646679446479 -26.2947319502084,-53.7642627017549 -26.2950849078416,-53.7643671743674 -26.2956569376905,-53.7643354773113 -26.2958900653197,-53.7630433267163 -26.2963038164506,-53.7627095392373 -26.2958688589755,-53.761912857223 -26.2953764790092,-53.7616927123675 -26.2954214910772,-53.7608403910645 -26.2955962178446,-53.7608225901322 -26.2949506681061,-53.7606743141081 -26.2939069120425,-53.7626729963246 -26.2936209628023,-53.7640997328242 -26.2933806509071,-53.7646679446479 -26.2947319502084)))"
5233,5599,Unión,Misiones,Guaraní,El Soberbio,165,150,Década 1980,,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Bomba de agua de pozo comunitaria,Gas en garrafa,Inexistente,NO,Asentamiento,154451,"MULTIPOLYGON (((-54.197888 -27.287148,-54.1984100324349 -27.2872029878718,-54.1983752341078 -27.2876936442844,-54.1984065526022 -27.2876971241171,-54.1983891534387 -27.2880137888941,-54.1983265164498 -27.2880103090614,-54.198312597119 -27.2881460225372,-54.1984239517658 -27.2881634217008,-54.198385673606 -27.2887236747677,-54.1982951979554 -27.288720194935,-54.1982777987918 -27.2891168958643,-54.1983682744424 -27.2891308151952,-54.1983647946097 -27.2895936329461,-54.1982464802974 -27.2895901531134,-54.1981942828067 -27.2911108400093,-54.1981281659851 -27.2911108400093,-54.1981212063197 -27.2914327245353,-54.1975316698699 -27.291372293692,-54.197332264031 -27.2937362499124,-54.1960367865242 -27.2936580775558,-54.1961272621747 -27.2922905032993,-54.1956860651839 -27.292278135257,-54.1955948477695 -27.2900547107807,-54.1959845890335 -27.2893448249071,-54.1957444805762 -27.2881094842937,-54.1958906335502 -27.2874831144052,-54.1962768949814 -27.2874796345725,-54.1963415146937 -27.2871380732362,-54.197888 -27.287148)))"
5234,5600,Maracaná,Misiones,Guaraní,El Soberbio,11,10,Década 2000,,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Bomba de agua de pozo comunitaria,Leña o carbón,Inexistente,NO,Asentamiento,6788,"MULTIPOLYGON (((-54.1937748599151 -27.3028828507783,-54.1937278439797 -27.3037743452465,-54.1930786624095 -27.3037436040579,-54.1930153717272 -27.3028774258626,-54.1937748599151 -27.3028828507783)))"
5235,5601,Felipe II,Misiones,Iguazú,Colonia Wanda,220,200,Década 2000,,No tiene conexión eléctrica,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Gas en garrafa,Inexistente,NO,Asentamiento,194310,"MULTIPOLYGON (((-54.5706328464116 -25.9774607982967,-54.5698858774907 -25.9767390567825,-54.5683432001267 -25.9783532822314,-54.5680364087742 -25.9785936685293,-54.5677043835009 -25.9788008522998,-54.5675613708096 -25.9790109128678,-54.5668346127461 -25.9797374699011,-54.5669342500619 -25.9806513444555,-54.5687040700838 -25.9818995688732,-54.5728541592595 -25.9793539366344,-54.5718765375122 -25.9773276573804,-54.5712462812662 -25.9768977626794,-54.5706328464116 -25.9774607982967)))"
5236,5602,San José,Misiones,Iguazú,Puerto Esperanza,66,60,Década 2010,2015,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Leña o carbón,Inexistente,NO,Asentamiento,85610,"MULTIPOLYGON (((-54.6212126837515 -26.041220960121,-54.6170882469721 -26.0410617592782,-54.6169690336758 -26.0429210153784,-54.6211506806513 -26.0430727983048,-54.6212126837515 -26.041220960121)))"
5237,5603,Ñanderoga,Misiones,Libertador General San Martín,El Alcázar,17,15,Década 2010,2013,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Conexión regular a la red de agua pero sin factura,Gas en garrafa,Inexistente,NO,Villa,10875,"MULTIPOLYGON (((-54.8180214287735 -26.7153798964764,-54.8177138663051 -26.7161590547297,-54.8168424393113 -26.7159386349607,-54.817142312718 -26.7148826704858,-54.8179752944033 -26.7151851069131,-54.8180214287735 -26.7153798964764)))"
5238,5604,8 Viviendas,Misiones,Libertador General San Martín,El Alcázar,13,12,Década 2010,2017,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Conexión regular a la red de agua pero sin factura,Leña o carbón,Inexistente,NO,Asentamiento,4774,"MULTIPOLYGON (((-54.8070966152048 -26.7214270992535,-54.8069805542012 -26.7218789081605,-54.806364325539 -26.7217614654783,-54.8063477453957 -26.7218181143015,-54.8061322035318 -26.721758702121,-54.8063118217517 -26.7211811604601,-54.8065798674029 -26.7212488627122,-54.8065646689382 -26.721299984821,-54.8070966152048 -26.7214270992535)))"
5239,5605,8 Viviendas,Misiones,Libertador General San Martín,El Alcázar,11,10,Década 2010,2018,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Leña o carbón,Inexistente,NO,Asentamiento,8138,"MULTIPOLYGON (((-54.8078085729082 -26.7232711276699,-54.8075220275173 -26.7243567386629,-54.8069256403623 -26.7241936640503,-54.8069093329011 -26.7234644875678,-54.8075616313518 -26.7231872607263,-54.8078085729082 -26.7232711276699)))"
5240,5606,Arroyo Blanco,Misiones,Libertador General San Martín,Garuhapé,55,50,Década 2000,,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Bomba de agua de pozo comunitaria,Leña o carbón,Leña o carbón,NO,Asentamiento,69692,"MULTIPOLYGON (((-54.953624656639 -26.8394271731377,-54.9540364804057 -26.8398019676835,-54.9528263703965 -26.8410463980884,-54.952573610058 -26.8411923407897,-54.9515057153386 -26.8417784971971,-54.9507365521066 -26.8423052022888,-54.9494985623919 -26.8432541826131,-54.9492437832158 -26.8430669003538,-54.9496920979577 -26.8425112234381,-54.9492289073007 -26.842178894283,-54.949417308336 -26.8419592527154,-54.9503063245184 -26.8412422559419,-54.9504065614186 -26.8407879368601,-54.949590450355 -26.8405879575488,-54.9495824072556 -26.8398987029192,-54.9504578012886 -26.8401238157732,-54.9507773609089 -26.8401318159124,-54.9519761358806 -26.840602973933,-54.953624656639 -26.8394271731377)))"
5241,5607,Colonia Flora,Misiones,Libertador General San Martín,Puerto Leoni,132,120,Década 1980,,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Bomba de agua de pozo comunitaria,Gas en garrafa,Inexistente,NO,Asentamiento,213241,"MULTIPOLYGON (((-55.1638466941615 -27.0206416873432,-55.1648180370232 -27.0206269700271,-55.1649063409197 -27.038405487859,-55.1636921623427 -27.0383466185947,-55.1638466941615 -27.0206416873432)))"
5242,5608,Ex Fadimat,Misiones,Libertador General San Martín,Puerto Leoni,66,60,Década 2000,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Leña o carbón,Inexistente,NO,Asentamiento,119143,"MULTIPOLYGON (((-55.1637326594492 -26.9812607820647,-55.1626687579111 -26.9812086145302,-55.1606784874261 -26.9812734287398,-55.1600398303364 -26.9844603908508,-55.1636125160363 -26.9845489175761,-55.1637326594492 -26.9812607820647)))"
5243,5609,Eucaliptal,Misiones,Libertador General San Martín,Puerto Rico,79,72,Década 2010,2018,No tiene conexión eléctrica,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Leña o carbón,Leña o carbón,NO,Asentamiento,37563,"MULTIPOLYGON (((-55.0091953218096 -26.7956899741185,-55.0091139543248 -26.7959382145126,-55.0092093529378 -26.7966069348314,-55.0093393760896 -26.7970614847845,-55.0095099255177 -26.7974292711104,-55.0068567797302 -26.7974435090368,-55.0068436043922 -26.7970436795637,-55.0071300306338 -26.7967280338224,-55.0071423350501 -26.7965214621406,-55.0081721087074 -26.7956935306107,-55.0091953218096 -26.7956899741185)))"
5244,5610,Cantera,Misiones,Libertador General San Martín,Puerto Rico,77,70,Década 2010,2018,No tiene conexión eléctrica,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Leña o carbón,Inexistente,NO,Asentamiento,68706,"MULTIPOLYGON (((-55.0109923250633 -26.7926975076652,-55.0109596990763 -26.7925762265207,-55.0108439775795 -26.7924510649223,-55.0107029130615 -26.7923510203956,-55.0105008833525 -26.7923192919162,-55.0102914121743 -26.7923100233968,-55.0096323321322 -26.7924167826208,-55.0090422509519 -26.7926008334168,-55.0091422843739 -26.7956898218707,-55.0091954500561 -26.7956899135545,-55.0091863468286 -26.795717889979,-55.0110680043273 -26.7957475724531,-55.0109676089483 -26.7949604034458,-55.010923922058 -26.7937346593528,-55.0109923250633 -26.7926975076652)))"
5245,5611,San Lorenzo,Misiones,Montecarlo,Montecarlo,28,25,Década 2000,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Conexión irregular a la red de agua,Gas en garrafa,Gas en garrafa,NO,Asentamiento,27588,"MULTIPOLYGON (((-54.7582492637906 -26.5516826826741,-54.7580723924473 -26.5528448368871,-54.7559940387281 -26.5526185122866,-54.756153857827 -26.551425196348,-54.7582492637906 -26.5516826826741)))"
5246,5612,Fábrica de Té,Misiones,Montecarlo,Montecarlo,44,40,Década 1990,,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Conexión regular a la red de agua pero sin factura,Gas en garrafa,Gas en garrafa,NO,Asentamiento,15822,"MULTIPOLYGON (((-54.7452709943772 -26.5748846507539,-54.7454654565741 -26.5753296615256,-54.7449031881144 -26.5753657993876,-54.7449022431034 -26.5755441635104,-54.744272483138 -26.5755411211917,-54.7442694408193 -26.5759563976907,-54.743531678541 -26.575944228416,-54.7435506930327 -26.5748588812292,-54.7452709943772 -26.5748846507539)))"
5247,5613,Badaraco,Misiones,Montecarlo,Puerto Piray,165,150,Década 1990,,Conexión irregular a la red,Desagüe sólo a pozo negro/ciego u hoyo,Camión cisterna,Leña o carbón,Inexistente,NO,Asentamiento,546246,"MULTIPOLYGON (((-54.6735817818859 -26.4845032675097,-54.6670396998525 -26.4872447650835,-54.6647638293876 -26.4858596636369,-54.6637805690747 -26.4852317986179,-54.66233529488 -26.4847263475334,-54.6610874625151 -26.4842189220306,-54.6603449061513 -26.4838243633563,-54.6611446375726 -26.4831990491621,-54.6619641042398 -26.4834370523842,-54.6632795780897 -26.4830927358815,-54.665608741343 -26.482179245331,-54.6710569784045 -26.4799086917243,-54.6710069400485 -26.4796303739041,-54.6712043818784 -26.4793342111593,-54.6720021218062 -26.4791515304567,-54.6721147745848 -26.4794900478821,-54.6716631877797 -26.4797273201669,-54.6735817818859 -26.4845032675097)))"
5248,5614,Obrero,Misiones,Montecarlo,Puerto Piray,102,93,Década 2010,2010,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Camión cisterna,Leña o carbón,Inexistente,NO,Asentamiento,672574,"MULTIPOLYGON (((-54.6825352816119 -26.4752201080882,-54.6844900668921 -26.4799654659233,-54.6735817818859 -26.4845032675097,-54.6716631877797 -26.4797273201669,-54.6721147745848 -26.4794900478821,-54.6825352816119 -26.4752201080882)))"
5249,5615,Portón viejo,Misiones,San Pedro,Pozo Azul,33,30,Década 2000,,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Bomba de agua de pozo comunitaria,Leña o carbón,Inexistente,NO,Asentamiento,125963,"MULTIPOLYGON (((-54.1519460136031 -26.390993885821,-54.1527864115005 -26.3935595711668,-54.1531176271425 -26.3934804748941,-54.153181892864 -26.3936436109566,-54.1526677670915 -26.3938660692235,-54.152949547563 -26.3951810447572,-54.1510116888818 -26.3958929112115,-54.1503690316661 -26.3956852834957,-54.149795583689 -26.3934310397237,-54.1504876760751 -26.3910284904403,-54.1519460136031 -26.390993885821)))"
5250,5616,La Canchita,Misiones,San Pedro,Pozo Azul,33,30,Década 1980,,Conexión formal a la red con medidor domiciliario con factura,Desagüe sólo a pozo negro/ciego u hoyo,Bomba de agua de pozo comunitaria,Leña o carbón,Inexistente,NO,Asentamiento,115842,"MULTIPOLYGON (((-54.1555149230588 -26.3610061369535,-54.1541157416185 -26.361381527096,-54.155453495581 -26.3640229086444,-54.1544501801091 -26.3643778229609,-54.1559585659545 -26.367462847405,-54.1563817330243 -26.3679815683292,-54.157937895797 -26.3671488847403,-54.1568322011953 -26.3654562164613,-54.1555149230588 -26.3610061369535)))"
